source,type,year,var_short,value,iso3,var_long,residence,san_service_chain
DHS,Survey with microdata,2014,s_shared_u,56.794711911629925,COD,Shared,urban,sharing
MICS,Survey with microdata,2018,s_shared_u,63.05497,COD,Shared,urban,sharing
MICS,Survey with microdata,2001,s_imp_r,39.4,COD,Improved,rural,user interface
DHS,Survey with microdata,2007,s_imp_r,30.000000000000004,COD,Improved,rural,user interface
MICS,Survey with microdata,2010,s_imp_r,29.17824085005903,COD,Improved,rural,user interface
ENQ,Survey with microdata,2012,s_imp_r,33.58959660532355,COD,Improved,rural,user interface
DHS,Survey with microdata,2014,s_imp_r,33.18749241188078,COD,Improved,rural,user interface
MICS,Survey with microdata,2018,s_imp_r,16.2861,COD,Improved,rural,user interface
MICS,Survey with microdata,2001,s_sew_r,0.1,COD,Sewer,rural,user interface
MICS,Survey with microdata,2010,s_sew_r,0.31,COD,Sewer,rural,user interface
DHS,Survey with microdata,2014,s_sew_r,0,COD,Sewer,rural,user interface
MICS,Survey with microdata,2018,s_sew_r,0.12176,COD,Sewer,rural,user interface
MICS,Survey with microdata,2010,s_sep_r,0.3,COD,Septic,rural,user interface
DHS,Survey with microdata,2014,s_sep_r,0.156849391527499,COD,Septic,rural,user interface
MICS,Survey with microdata,2018,s_sep_r,0.12825,COD,Septic,rural,user interface
MICS,Survey with microdata,2001,s_lat_r,39.3,COD,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2010,s_lat_r,28.56824085005903,COD,Latrines and other improved,rural,user interface
DHS,Survey with microdata,2014,s_lat_r,33.03064302035328,COD,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2018,s_lat_r,16.03609,COD,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2001,s_od_r,15.2,COD,Open defecation,rural,open defecation
ENQ,Survey with microdata,2005,s_od_r,14.9322181437942,COD,Open defecation,rural,open defecation
DHS,Survey with microdata,2007,s_od_r,14.8,COD,Open defecation,rural,open defecation
MICS,Survey with microdata,2010,s_od_r,19.5,COD,Open defecation,rural,open defecation
ENQ,Survey with microdata,2012,s_od_r,17.00104,COD,Open defecation,rural,open defecation
DHS,Survey with microdata,2014,s_od_r,17.7214999547001,COD,Open defecation,rural,open defecation
MICS,Survey with microdata,2018,s_od_r,17.70988,COD,Open defecation,rural,open defecation
MICS,Survey with microdata,2018,s_sep_nemp_r,84.4836,COD,Septic: not emptied,national,emptying
MICS,Survey with microdata,2018,s_sep_ebo_r,15.5164,COD,Septic: emptied and buried onsite,rural,emptying
MICS,Survey with microdata,2018,s_sep_edl_r,0,COD,Septic: emptied and discharged locally,rural,emptying
MICS,Survey with microdata,2018,s_sep_ero_r,0,COD,Septic: emptied and removed offsite,rural,emptying
MICS,Survey with microdata,2018,s_lat_nemp_r,99.82375,COD,Latrines: not emptied,national,emptying
MICS,Survey with microdata,2018,s_lat_ebo_r,0.17625,COD,Latrines: emptied and buried onsite,rural,emptying
MICS,Survey with microdata,2018,s_lat_edl_r,0,COD,Latrines: emptied and discharged locally,rural,emptying
MICS,Survey with microdata,2018,s_lat_ero_r,0,COD,Latrines: emptied and removed offsite,rural,emptying
DHS,Survey with microdata,2007,s_shared_r,49.39200200576658,COD,Shared,rural,sharing
MICS,Survey with microdata,2010,s_shared_r,32.432432432432435,COD,Shared,rural,sharing
DHS,Survey with microdata,2014,s_shared_r,44.34137646098612,COD,Shared,rural,sharing
MICS,Survey with microdata,2018,s_shared_r,47.3,COD,Shared,rural,sharing
ES,Admin,2009,s_sew_n,89.7,DNK,Sewer,national,user interface
ES,Admin,2010,s_sew_n,90.3,DNK,Sewer,national,user interface
ES,Admin,2011,s_sew_n,90.7,DNK,Sewer,national,user interface
ES,Admin,2012,s_sew_n,90.7,DNK,Sewer,national,user interface
ES,Admin,2013,s_sew_n,90.8,DNK,Sewer,national,user interface
ES,Admin,2014,s_sew_n,91,DNK,Sewer,national,user interface
ES,Admin,2015,s_sew_n,91,DNK,Sewer,national,user interface
ES,Admin,2016,s_sew_n,91.7,DNK,Sewer,national,user interface
ES,Admin,2017,s_sew_n,91.9080919080919,DNK,Sewer,national,user interface
ES,Admin,2009,s_sep_n,10.3,DNK,Septic,national,user interface
ES,Admin,2010,s_sep_n,9.7,DNK,Septic,national,user interface
ES,Admin,2011,s_sep_n,9.3,DNK,Septic,national,user interface
ES,Admin,2012,s_sep_n,9.3,DNK,Septic,national,user interface
ES,Admin,2013,s_sep_n,9.2,DNK,Septic,national,user interface
ES,Admin,2014,s_sep_n,9,DNK,Septic,national,user interface
ES,Admin,2015,s_sep_n,9,DNK,Septic,national,user interface
ES,Admin,2016,s_sep_n,8.3,DNK,Septic,national,user interface
ES,Admin,2017,s_sep_n,8.091908091908092,DNK,Septic,national,user interface
ES,Admin,2009,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2010,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2011,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2012,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2013,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2014,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2015,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2016,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2017,s_lat_n,0,DNK,Latrines and other improved,national,user interface
ES,Admin,2009,s_treat_wtp_n,99.66555183946488,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2010,s_treat_wtp_n,97.34513274336284,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2011,s_treat_wtp_n,97.3568281938326,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2012,s_treat_wtp_n,97.46416758544652,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2013,s_treat_wtp_n,99.11991199119912,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2014,s_treat_wtp_n,100,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2015,s_treat_wtp_n,99.78021978021978,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2016,s_treat_wtp_n,99.78189749182114,DNK,Treated at wastewater treatment plant,national,WW treatment
ES,Admin,2017,s_treat_wtp_n,99.7823721436344,DNK,Treated at wastewater treatment plant,national,WW treatment
EU SILC,Admin,2012,s_shared_n,0.4024144869215292,DNK,Shared,national,sharing
OECD,Admin,2002,s_imp_u,100,DNK,Improved,urban,user interface
EU SILC,Admin,2012,s_imp_u,100,DNK,Improved,urban,user interface
EU SILC,Admin,2013,s_imp_u,100,DNK,Improved,urban,user interface
EU SILC,Admin,2014,s_imp_u,100,DNK,Improved,urban,user interface
EU SILC,Admin,2015,s_imp_u,100,DNK,Improved,urban,user interface
EU SILC,Admin,2012,s_shared_u,0.4028197381671702,DNK,Shared,urban,sharing
OECD,Admin,2002,s_imp_r,100,DNK,Improved,rural,user interface
EU SILC,Admin,2012,s_imp_r,100,DNK,Improved,rural,user interface
EU SILC,Admin,2013,s_imp_r,100,DNK,Improved,rural,user interface
EU SILC,Admin,2014,s_imp_r,100,DNK,Improved,rural,user interface
EU SILC,Admin,2015,s_imp_r,100,DNK,Improved,rural,user interface
EU SILC,Admin,2012,s_shared_r,0.4024144869215292,DNK,Shared,rural,sharing
MICS,Survey with microdata,2006,s_imp_u,69.1,DJI,Improved,urban,user interface
CEN,Census,2009,s_imp_u,65.64326265116117,DJI,Improved,urban,user interface
EDSESIC,Survey,2015,s_imp_u,81,DJI,Improved,urban,user interface
EDAM,Survey with microdata,2017,s_imp_u,85.53354,DJI,Improved,urban,user interface
MICS,Survey with microdata,2006,s_sew_u,6.6,DJI,Sewer,urban,user interface
MICS,Survey with microdata,2006,s_sep_u,14.5,DJI,Septic,urban,user interface
MICS,Survey with microdata,2006,s_lat_u,47.99999999999999,DJI,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2006,s_od_u,1.6,DJI,Open defecation,urban,open defecation
CEN,Census,2009,s_od_u,7.1439538811574375,DJI,Open defecation,urban,open defecation
PAPFAM,Survey,2012,s_od_u,4.6,DJI,Open defecation,urban,open defecation
EDSESIC,Survey,2015,s_od_u,1.2,DJI,Open defecation,urban,open defecation
EDAM,Survey with microdata,2017,s_od_u,3.02014,DJI,Open defecation,urban,open defecation
EDAM,Survey with microdata,2017,s_sep_nemp_u,57.84296,DJI,Septic: not emptied,national,emptying
EDAM,Survey with microdata,2017,s_lat_nemp_u,57.84296,DJI,Latrines: not emptied,national,emptying
MICS,Survey with microdata,2006,s_shared_u,7.050359712230217,DJI,Shared,urban,sharing
EDAM,Survey with microdata,2017,s_shared_u,9.169795278577276,DJI,Shared,urban,sharing
MICS,Survey with microdata,2006,s_imp_r,17.2,DJI,Improved,rural,user interface
CEN,Census,2009,s_imp_r,12.02238579017162,DJI,Improved,rural,user interface
EDSESIC,Survey,2015,s_imp_r,25.1,DJI,Improved,rural,user interface
EDAM,Survey with microdata,2017,s_imp_r,20.853209999999997,DJI,Improved,rural,user interface
MICS,Survey with microdata,2006,s_sew_r,0,DJI,Sewer,rural,user interface
MICS,Survey with microdata,2006,s_sep_r,0.4,DJI,Septic,rural,user interface
MICS,Survey with microdata,2006,s_lat_r,16.8,DJI,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2006,s_od_r,59.3,DJI,Open defecation,rural,open defecation
CEN,Census,2009,s_od_r,77.15888338116358,DJI,Open defecation,rural,open defecation
PAPFAM,Survey,2012,s_od_r,69.4,DJI,Open defecation,rural,open defecation
EDSESIC,Survey,2015,s_od_r,58.9,DJI,Open defecation,rural,open defecation
EDAM,Survey with microdata,2017,s_od_r,64.95798,DJI,Open defecation,rural,open defecation
EDAM,Survey with microdata,2017,s_sep_nemp_r,96.3454,DJI,Septic: not emptied,national,emptying
EDAM,Survey with microdata,2017,s_lat_nemp_r,96.3454,DJI,Latrines: not emptied,national,emptying
MICS,Survey with microdata,2006,s_shared_r,11.05263157894737,DJI,Shared,rural,sharing
EDAM,Survey with microdata,2017,s_shared_r,9.836207413837124,DJI,Shared,rural,sharing
CEN,Census,2001,s_imp_n,67.87157382302289,DMA,Improved,national,user interface
CPA,Survey,2009,s_imp_n,78.35000000000001,DMA,Improved,national,user interface
CEN,Census,2011,s_imp_n,80.9063035081432,DMA,Improved,national,user interface
CEN,Census,2001,s_sew_n,13.523645525113391,DMA,Sewer,national,user interface
CPA,Survey,2009,s_sew_n,14.6,DMA,Sewer,national,user interface
CEN,Census,2011,s_sew_n,12.149086130689286,DMA,Sewer,national,user interface
CEN,Census,2001,s_sep_n,40.23945220632267,DMA,Septic,national,user interface
CPA,Survey,2009,s_sep_n,50.6,DMA,Septic,national,user interface
CEN,Census,2011,s_sep_n,60.247680484211365,DMA,Septic,national,user interface
CEN,Census,2001,s_lat_n,14.108476091586825,DMA,Latrines and other improved,national,user interface
CPA,Survey,2009,s_lat_n,13.150000000000006,DMA,Latrines and other improved,national,user interface
CEN,Census,2011,s_lat_n,8.50953689324254,DMA,Latrines and other improved,national,user interface
CEN,Census,2001,s_od_n,15.985138170111746,DMA,Open defecation,national,open defecation
CPA,Survey,2009,s_od_n,6.2,DMA,Open defecation,national,open defecation
CEN,Census,2011,s_od_n,9.34973917891132,DMA,Open defecation,national,open defecation
CPA,Survey,2009,s_shared_n,3.8,DMA,Shared,national,sharing
MICS,Survey with microdata,2000,s_imp_u,96.92106258899676,DOM,Improved,urban,user interface
CEN,Census,2002,s_imp_u,94.2,DOM,Improved,urban,user interface
DHS,Survey with microdata,2002,s_imp_u,94.2,DOM,Improved,urban,user interface
WHS,Survey with microdata,2003,s_imp_u,96.81,DOM,Improved,urban,user interface
ENH,Survey,2006,s_imp_u,95.4,DOM,Improved,urban,user interface
DHS,Survey with microdata,2007,s_imp_u,96.15203534022396,DOM,Improved,urban,user interface
ENH,Survey with microdata,2008,s_imp_u,96.36394089385476,DOM,Improved,urban,user interface
ENH,Survey,2010,s_imp_u,95.1,DOM,Improved,urban,user interface
CEN,Census,2010,s_imp_u,94.40027932960894,DOM,Improved,urban,user interface
ENH,Survey,2012,s_imp_u,96.8,DOM,Improved,urban,user interface
DHS,Survey with microdata,2013,s_imp_u,96.4,DOM,Improved,urban,user interface
ENH,Survey with microdata,2014,s_imp_u,96.31995,DOM,Improved,urban,user interface
ENH,Survey,2015,s_imp_u,96.5,DOM,Improved,urban,user interface
ENH,Survey with microdata,2016,s_imp_u,97.5,DOM,Improved,urban,user interface
ENH,Survey with microdata,2017,s_imp_u,97.80228,DOM,Improved,urban,user interface
ENH,Survey with microdata,2018,s_imp_u,97.75959,DOM,Improved,urban,user interface
WHS,Survey with microdata,2003,s_sew_u,37.34000000000001,DOM,Sewer,urban,user interface
ENH,Survey with microdata,2014,s_sew_u,27.80966,DOM,Sewer,urban,user interface
ENH,Survey with microdata,2018,s_sew_u,19.44243,DOM,Sewer,urban,user interface
WHS,Survey with microdata,2003,s_sep_u,31.71,DOM,Septic,urban,user interface
ENH,Survey with microdata,2014,s_sep_u,55.45157,DOM,Septic,urban,user interface
ENH,Survey with microdata,2018,s_sep_u,68.06247,DOM,Septic,urban,user interface
WHS,Survey with microdata,2003,s_lat_u,27.75999999999999,DOM,Latrines and other improved,urban,user interface
ENH,Survey with microdata,2014,s_lat_u,13.058720000000008,DOM,Latrines and other improved,urban,user interface
ENH,Survey with microdata,2018,s_lat_u,10.254689999999997,DOM,Latrines and other improved,urban,user interface
MICS,Survey with microdata,2000,s_od_u,0.56595,DOM,Open defecation,urban,open defecation
CEN,Census,2002,s_od_u,3.4,DOM,Open defecation,urban,open defecation
DHS,Survey with microdata,2002,s_od_u,3.4,DOM,Open defecation,urban,open defecation
WHS,Survey with microdata,2003,s_od_u,1.7,DOM,Open defecation,urban,open defecation
ENH,Survey,2006,s_od_u,2.2,DOM,Open defecation,urban,open defecation
DHS,Survey with microdata,2007,s_od_u,2.006899023219362,DOM,Open defecation,urban,open defecation
ENH,Survey with microdata,2008,s_od_u,1.28751,DOM,Open defecation,urban,open defecation
ENH,Survey,2010,s_od_u,2.1,DOM,Open defecation,urban,open defecation
CEN,Census,2010,s_od_u,3.41,DOM,Open defecation,urban,open defecation
ENH,Survey,2012,s_od_u,1.9,DOM,Open defecation,urban,open defecation
DHS,Survey with microdata,2013,s_od_u,1.7,DOM,Open defecation,urban,open defecation
ENH,Survey,2013,s_od_u,3.2,DOM,Open defecation,urban,open defecation
ENH,Survey with microdata,2014,s_od_u,1.16844,DOM,Open defecation,urban,open defecation
ENH,Survey,2015,s_od_u,1.4,DOM,Open defecation,urban,open defecation
ENH,Survey with microdata,2016,s_od_u,1.5,DOM,Open defecation,urban,open defecation
ENH,Survey with microdata,2017,s_od_u,1.1273,DOM,Open defecation,urban,open defecation
ENH,Survey with microdata,2018,s_od_u,1.24723,DOM,Open defecation,urban,open defecation
CEN,Census,2002,s_shared_u,14.275404600313236,DOM,Shared,urban,sharing
DHS,Survey with microdata,2002,s_shared_u,14.275404600313236,DOM,Shared,urban,sharing
ENH,Survey,2006,s_shared_u,6.60377358490566,DOM,Shared,urban,sharing
DHS,Survey with microdata,2007,s_shared_u,9.7,DOM,Shared,urban,sharing
ENH,Survey,2010,s_shared_u,14.348785871964678,DOM,Shared,urban,sharing
CEN,Census,2010,s_shared_u,10.955021418439596,DOM,Shared,urban,sharing
ENH,Survey,2011,s_shared_u,10.526315789473683,DOM,Shared,urban,sharing
ENH,Survey,2012,s_shared_u,10.74380165289256,DOM,Shared,urban,sharing
DHS,Survey with microdata,2013,s_shared_u,10.58091286307054,DOM,Shared,urban,sharing
ENH,Survey,2013,s_shared_u,12.143611404435058,DOM,Shared,urban,sharing
ENH,Survey with microdata,2014,s_shared_u,14.354878912831952,DOM,Shared,urban,sharing
ENH,Survey,2015,s_shared_u,8.808290155440414,DOM,Shared,urban,sharing
ENH,Survey with microdata,2016,s_shared_u,9.06798,DOM,Shared,urban,sharing
ENH,Survey with microdata,2017,s_shared_u,6.79085,DOM,Shared,urban,sharing
ENH,Survey with microdata,2018,s_shared_u,7.11762,DOM,Shared,urban,sharing
MICS,Survey with microdata,2000,s_imp_r,84.51578390804598,DOM,Improved,rural,user interface
CEN,Census,2002,s_imp_r,84.4,DOM,Improved,rural,user interface
DHS,Survey with microdata,2002,s_imp_r,84.4,DOM,Improved,rural,user interface
WHS,Survey with microdata,2003,s_imp_r,86.77,DOM,Improved,rural,user interface
ENH,Survey,2006,s_imp_r,87.5,DOM,Improved,rural,user interface
DHS,Survey with microdata,2007,s_imp_r,86.84241767514314,DOM,Improved,rural,user interface
ENH,Survey with microdata,2008,s_imp_r,89.17055146953405,DOM,Improved,rural,user interface
ENH,Survey,2010,s_imp_r,83.9,DOM,Improved,rural,user interface
CEN,Census,2010,s_imp_r,81.02041218637993,DOM,Improved,rural,user interface
ENH,Survey,2012,s_imp_r,87.7,DOM,Improved,rural,user interface
DHS,Survey with microdata,2013,s_imp_r,89.4,DOM,Improved,rural,user interface
ENH,Survey with microdata,2014,s_imp_r,93.50884000000002,DOM,Improved,rural,user interface
ENH,Survey,2015,s_imp_r,88.30000000000001,DOM,Improved,rural,user interface
ENH,Survey with microdata,2016,s_imp_r,90.9,DOM,Improved,rural,user interface
ENH,Survey with microdata,2017,s_imp_r,91.16655,DOM,Improved,rural,user interface
ENH,Survey with microdata,2018,s_imp_r,90.39105,DOM,Improved,rural,user interface
WHS,Survey with microdata,2003,s_sew_r,8.9,DOM,Sewer,rural,user interface
ENH,Survey with microdata,2014,s_sew_r,5.35282,DOM,Sewer,rural,user interface
ENH,Survey with microdata,2018,s_sew_r,3.1760100000000002,DOM,Sewer,rural,user interface
WHS,Survey with microdata,2003,s_sep_r,17.970000000000002,DOM,Septic,rural,user interface
ENH,Survey with microdata,2014,s_sep_r,41.61957,DOM,Septic,rural,user interface
ENH,Survey with microdata,2018,s_sep_r,54.05387,DOM,Septic,rural,user interface
WHS,Survey with microdata,2003,s_lat_r,59.89999999999999,DOM,Latrines and other improved,rural,user interface
ENH,Survey with microdata,2014,s_lat_r,46.536450000000016,DOM,Latrines and other improved,rural,user interface
ENH,Survey with microdata,2018,s_lat_r,33.161170000000006,DOM,Latrines and other improved,rural,user interface
MICS,Survey with microdata,2000,s_od_r,6.45849,DOM,Open defecation,rural,open defecation
CEN,Census,2002,s_od_r,10.3,DOM,Open defecation,rural,open defecation
DHS,Survey with microdata,2002,s_od_r,10.3,DOM,Open defecation,rural,open defecation
WHS,Survey with microdata,2003,s_od_r,10.25,DOM,Open defecation,rural,open defecation
ENH,Survey,2006,s_od_r,7,DOM,Open defecation,rural,open defecation
DHS,Survey with microdata,2007,s_od_r,7.075437732330285,DOM,Open defecation,rural,open defecation
ENH,Survey with microdata,2008,s_od_r,4.01918,DOM,Open defecation,rural,open defecation
ENH,Survey,2010,s_od_r,10,DOM,Open defecation,rural,open defecation
CEN,Census,2010,s_od_r,13.6,DOM,Open defecation,rural,open defecation
ENH,Survey,2012,s_od_r,8.1,DOM,Open defecation,rural,open defecation
DHS,Survey with microdata,2013,s_od_r,5.9,DOM,Open defecation,rural,open defecation
